#FILTER PARS0 PARS1 PARS3 PARS4
b_HIGH         450.0        92.5609853356                  0.0    2.41646229638e-06
v_HIGH         450.0        90.5587463591                  0.0    2.29758491222e-06
R_SPECIAL      450.0        89.5308957802                  0.0    2.30830075534e-06
I_BESS         450.0        88.3922576965                  0.0    2.33049539846e-06
H_Alpha	       450.0	    89.454592078		   0.0	  2.30487596081e-06
OII_8000	       450.0	    89.454592078		   0.0	  2.30487596081e-06
